Sound_3.5mmjack,Brand,has_LTE,has_5G,has_CDMA,has_CDMA2000,has_EVDO,number_of_sims,number_of_2g_bands,aws_support,number_of_3g_bands,is_foldable_phone,thickness,has_Nano_SIM,has_Micro_SIM,has_Mini_SIM,has_eSIM,has_SIM_Type_Specified,has_memory_card,memory_type_microSDXC,memory_type_microSDHC,Battery_Is_removable,Battery_Capacity,Battery_Type_Lithium,Sound_has_stereo_speakers,camera_hdr,camera_panorama,GPU_company,Number_of_cores,CPU_Brand,CPU_Transistor_Size,Is_OS_Upgradable,Resolution_Width,Resolution_Height,PPI,Display_Size,has_8k,has_4k,has_1440p,has_1080p,has_720p,has_480p,has_EIS,has_HDR,has_stereo,has_dolby_vision,has_OIS,max_resolution,ram,Total_Pixels,number_of_camera_features,maincamera_mp,selfiecamera_mp,latest_wifi_version,Bluetooth_version,has_nfc,USB_Type,operating_system
Yes,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5160.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Low,Medium,260,6.88,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1180800.0,0.0,Ultra,Low,2,Less than 4,0.0,Type-C,Android
Yes,Samsung,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,False,12.0,0.0,0.0,1.0,0.0,1.0,True,False,True,Non-Removable,4000.0,Lithium Polymer,Yes,0.0,1.0,Imagination,Low_Core,others,> 20nm,False,Low,Low,170,7.0,0,0,0,1,0,1,0,0,0,0,0,1080p,<= 4,614400.0,2.0,Low,Low,1,Less than 4,1.0,Other,Android
Yes,Blackview,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,10.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,6180.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,401,5.5,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2073600.0,3.0,High,Low,1,Less than 4,0.0,Type-C,Android
Yes,Lenovo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,10.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4050.0,Lithium Ion,No,0.0,1.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Medium,High,459,6.4,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,3686400.0,2.0,Medium,Low,2,Less than 4,0.0,Type-B,Android
Yes,Coolpad,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,False,9.3,0.0,0.0,0.0,0.0,0.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,1.0,0.0,ARM,Mid_Core,mediatek,> 20nm,False,Low,Medium,267,5.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,2.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.3,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5030.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Low,High,396,6.79,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2656800.0,0.0,Ultra,Medium,2,5,0.0,Type-C,Android
Yes,Nokia,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,False,9.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Removable,3000.0,Lithium Polymer,No,1.0,1.0,Imagination,Low_Core,mediatek,10nm - 20nm,False,Low,Medium,295,5.45,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1036800.0,4.0,Low,Low,1,Less than 4,0.0,Type-C,Android
Yes,Xiaomi,1.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,4.0,False,8.9,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4400.0,Lithium Polymer,Yes,1.0,0.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,407,6.6,0,1,0,1,1,0,0,0,0,0,0,4k,6 - 8,2656800.0,2.0,Ultra,Medium,3,5,1.0,Type-C,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,7.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3340.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,kirin,10nm - 20nm,True,Low,High,415,6.15,0,0,0,1,0,0,1,0,0,0,0,1080p,<= 4,2496960.0,3.0,High,High,2,Less than 4,1.0,Type-C,Android
Yes,Sony,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,10.8,0.0,1.0,0.0,0.0,1.0,True,False,True,Non-Removable,2300.0,Lithium Ion,No,1.0,1.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Low,234,4.7,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,518400.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,ZTE,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,False,9.9,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,1650.0,Lithium Ion,No,0.0,0.0,Intel,Low_Core,intel,> 20nm,False,Low,Low,256,4.3,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,518400.0,0.0,Low,Low,1,Less than 4,1.0,Type-B,Android
No,Oppo,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,6.0,False,7.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4500.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,409,6.43,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,3.0,High,Medium,2,5,0.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,395,6.67,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,0.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,Realme,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,High,400,6.6,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2604960.0,3.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,alcatel,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,2960.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,> 20nm,False,Low,Medium,401,5.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2073600.0,1.0,Medium,Low,1,Less than 4,1.0,Type-B,Android
Yes,LG,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,6.0,False,8.6,0.0,1.0,0.0,0.0,1.0,False,False,False,Non-Removable,2300.0,Lithium Polymer,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,True,Low,Medium,445,4.95,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2073600.0,0.0,Low,Low,2,Less than 4,1.0,Type-B,Android
Yes,Motorola,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,8.5,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,2800.0,Lithium Ion,No,0.0,0.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Medium,294,5.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,921600.0,0.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,8.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3020.0,Lithium Ion,No,1.0,1.0,Imagination,Low_Core,mediatek,10nm - 20nm,False,Low,Medium,295,5.71,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1094400.0,3.0,Medium,Low,1,5,1.0,Type-B,Android
Yes,Umidigi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,6000.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,unisoc,10nm - 20nm,False,Low,Medium,260,6.9,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1180800.0,3.0,Ultra,Medium,2,5,0.0,Type-C,Android
No,OnePlus,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,4.0,False,8.8,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5500.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,450,6.78,0,1,0,1,0,0,1,0,0,0,1,4k,8-16,3513920.0,5.0,Ultra,Medium,5,5,1.0,Type-C,Android
Yes,Micromax,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.9,0.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,2730.0,Lithium Ion,No,0.0,1.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Low,Medium,424,5.2,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2073600.0,4.0,Medium,Medium,1,Less than 4,0.0,Type-B,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,Medium,282,5.2,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,3.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
No,vivo,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,6.0,False,8.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,388,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,2592000.0,3.0,Ultra,Medium,3,5,1.0,Type-C,Android
No,Huawei,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,6.0,False,8.3,1.0,0.0,0.0,0.0,1.0,True,False,False,Non-Removable,4815.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,444,6.67,0,1,0,1,0,0,1,1,0,0,0,4k,6 - 8,3294000.0,3.0,High,Medium,3,5,1.0,Type-C,Harmony
Yes,Motorola,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,12.3,0.0,1.0,0.0,0.0,1.0,True,False,True,Non-Removable,2390.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,245,4.5,0,0,0,0,1,1,0,0,0,0,0,720p,<= 4,518400.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.6,0.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,3020.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Low,Medium,294,5.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,3.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
No,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,6.8,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4250.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,402,6.55,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,0.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,Sharp,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Ultra,Low,2,5,1.0,Type-C,Android
Yes,alcatel,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,False,9.5,0.0,1.0,0.0,0.0,1.0,True,False,True,Non-Removable,2500.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Medium,267,5.5,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,921600.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,True,Low,High,394,6.5,0,0,0,1,0,0,1,0,0,0,0,1080p,6 - 8,2527200.0,3.0,High,Medium,2,Less than 4,0.0,Type-C,Android
Yes,Realme,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,0.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,392,6.72,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,2.0,Ultra,Low,2,5,0.0,Type-C,Android
Yes,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,10.5,0.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,3500.0,Lithium Ion,No,0.0,0.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Low,170,7.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,614400.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,vivo,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,7.5,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,4600.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,453,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,3528000.0,0.0,Ultra,Ultra,2,5,1.0,Type-C,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.5,0.0,0.0,0.0,0.0,0.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,> 20nm,True,Low,Medium,401,5.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2073600.0,3.0,Medium,Low,1,Less than 4,1.0,Type-B,Android
Yes,LG,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.7,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,2540.0,Lithium Ion,No,1.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,187,5.0,0,0,0,1,0,1,0,0,0,0,0,1080p,<= 4,384000.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,TCL,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,9.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4500.0,Lithium Polymer,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,395,6.53,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2527200.0,1.0,Ultra,Medium,2,5,1.0,Type-C,Android
No,Motorola,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,8.4,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4610.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Low,High,395,6.67,1,1,0,1,0,0,1,1,0,0,0,8k,8-16,2592000.0,3.0,Ultra,Ultra,4,5,1.0,Type-C,Android
No,Oppo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,7.8,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,True,Low,High,395,6.67,0,0,0,1,0,0,1,0,0,0,0,1080p,6 - 8,2592000.0,3.0,Ultra,High,3,5,1.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.3,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,True,Low,High,409,6.43,0,1,0,1,1,0,0,0,0,0,0,4k,6 - 8,2592000.0,0.0,Ultra,Medium,2,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,6.0,False,8.9,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,True,Low,High,446,6.67,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,3308640.0,0.0,Ultra,Medium,3,5,1.0,Type-C,Android
Yes,vivo,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,268,6.35,0,0,0,1,1,0,0,0,0,0,0,1080p,<= 4,1111680.0,3.0,Medium,Low,1,5,0.0,Type-B,Android
No,Meizu,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,False,8.0,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4700.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,402,6.55,1,1,0,1,0,0,1,0,0,0,0,8k,8-16,2592000.0,3.0,Ultra,High,5,5,1.0,Type-C,Android
No,OnePlus,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.1,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,6100.0,Lithium Ion,Yes,0.0,0.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,450,6.78,0,1,0,1,0,0,1,0,0,0,1,4k,8-16,3513920.0,0.0,Ultra,Medium,5,5,1.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,False,9.0,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,2200.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,True,Low,Medium,312,4.7,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,Samsung,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,True,6.9,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,4000.0,Lithium Ion,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,426,6.7,0,1,0,1,1,0,0,1,0,0,0,4k,8-16,2851200.0,3.0,Ultra,Medium,4,5,1.0,Type-C,Android
Yes,Honor,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3020.0,Lithium Polymer,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,282,6.09,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1123200.0,3.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,Medium,264,6.67,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1154880.0,3.0,Ultra,Low,2,5,0.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,9.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,269,6.53,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Medium,Low,1,5,0.0,Type-B,Android
No,vivo,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,False,7.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4600.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,False,Low,High,452,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,3528000.0,6.0,Ultra,Ultra,3,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.6,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5160.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Medium,High,526,6.67,1,1,0,1,0,0,1,0,0,0,0,8k,8-16,4608000.0,0.0,Ultra,Medium,3,5,1.0,Type-C,Android
Yes,Honor,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.1,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,6000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,Medium,261,6.77,0,0,0,1,0,0,0,0,0,0,0,1080p,8-16,1159200.0,3.0,Ultra,Low,2,5,0.0,Type-C,Android
No,Oppo,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,6400.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,394,6.7,0,1,0,1,0,0,1,0,0,0,1,4k,6 - 8,2604960.0,3.0,Ultra,Medium,3,5,1.0,Type-C,Android
No,Huawei,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,6.0,True,8.2,1.0,0.0,0.0,0.0,1.0,True,False,False,Non-Removable,4500.0,Lithium Polymer,Yes,0.0,0.0,ARM,Mid_Core,kirin,5nm - 10nm,False,High,High,413,8.0,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,5456000.0,1.0,Ultra,Medium,3,5,1.0,Type-C,Android
No,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,7.8,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4520.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,395,6.67,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,0.0,High,High,3,5,1.0,Type-C,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,7.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,kirin,10nm - 20nm,True,Low,High,432,5.84,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2462400.0,0.0,Medium,Medium,0,Less than 4,1.0,Type-C,Android
Yes,Lenovo,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.7,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,3000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,> 20nm,False,Low,Medium,245,6.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Samsung,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,5.0,False,7.8,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4100.0,Lithium Ion,Yes,0.0,0.0,ARM,Mid_Core,exynos,5nm - 10nm,True,Medium,High,522,6.4,0,1,0,1,1,0,1,1,1,0,1,4k,6 - 8,4377600.0,0.0,Medium,Medium,3,5,1.0,Type-C,Android
Yes,Google,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.2,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,3885.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Low,High,413,6.2,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2527200.0,4.0,Medium,Low,2,5,1.0,Type-C,Android
Yes,Sony,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,False,8.2,0.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,3200.0,Lithium Ion,Yes,1.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,True,Low,Medium,424,5.2,0,1,0,1,1,0,0,1,0,0,0,4k,<= 4,2073600.0,3.0,High,Low,2,Less than 4,1.0,Type-B,Android
Yes,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,395,6.67,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,0.0,Ultra,Medium,2,5,1.0,Type-C,Android
Yes,Motorola,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,False,9.9,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,1735.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Medium,326,4.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,1.0,Medium,Low,1,Less than 4,1.0,Type-B,Android
No,Google,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,False,8.2,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,3700.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,True,Medium,High,537,6.3,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,4377600.0,3.0,Medium,Low,2,5,1.0,Type-C,Android
Yes,Lenovo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3760.0,Lithium Ion,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,Medium,268,6.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1036800.0,1.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
